XMLType,DigitalCollectionsURLs,UMDM,UMAM,SharestreamURLs,Identifier,FileName,DurationMasters,DurationDerivatives,DigitizationNotes,DigitizedByDept,DigitizedByPers,DateDigitized,PlaybackDevice,AnalogInterface,DigitizationSoftware,Title,AlternateTitle,Creator,CreatorType,Contributor,ContributorType,Provider/Publisher,Provider/Publisher Type,Description/Summary,FedoraCollection,Accession,Series,Subseries,Box,Item,ArchivalCollection,CopyrightHolder,Rights,RepositoryBrowse,DateAttribute,DateCreated,OriginalBroadcastDate,Century,RecordingNotes,Mono/Stereo,TrackFormat,Frequency,MediaType,FormType,Form,Format,Dimensions,PlaybackSpeed,Continent,Country,Region/State,Settlement/City,PreservationNote/PhysicalNote,QANotes,Finished,Language,TopicalSubject,GeographicalSubject,CorpSubject,PersonalSubject
UMDM,,,,,MAD 144,,,,,,,,,,,"Madrigal Singers, Cork, Ireland, undated","Madrigal Singers in Cork, Ireland. ",,,Madrigal Singers,corpName,University of Maryland,corpName,Letter included. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Ireland,Cork,,beginning and cut off both files; hiss; drop outs and distortion,yes,,,,,
UMAM,,,,,MAD 144,scpa-023240-0001,00:19:11,00:19:11,,George Blood Audio Video,,2013-09-10,Studer A-80QC,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMAM,,,,,MAD 144,scpa-023240-0002,00:17:22,00:17:22,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 145,,,,,,,,,,,"Madrigal Singers, NBC Great Choirs program, part 1, January 1962",Madrigal Singers NBC Network Great Choirs - No. 1 Broadcast,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes inside. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1962-01,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 145,scpa-023241-0001,00:06:46,00:06:46,,George Blood Audio Video,,2013-09-10,Ampex ATR-102,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 146,,,,,,,,,,,"Madrigal Singers, NBC Great Choirs program, part 2, January 1962",Madrigal Singers NBC Network Great Choirs - No. 2 Broadcast,,,Madrigal Singers,corpName,University of Maryland,corpName,Some notes inside. No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1962-01,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss,yes,,,,,
UMAM,,,,,MAD 146,scpa-023242-0001,00:07:22,00:07:22,,George Blood Audio Video,,2013-09-10,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 147,,,,,,,,,,,"Madrigal Singers, Home Concert, ""Music in Shakespeare's Time,"" comments by Homer Ulrich, February 1964","Home Concert - Music in Shakespeare's Time - Comments, Homer Ulrich",,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1964-02,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; second file contains live performance and prerecorded guitar music at low levels,yes,,,,,
UMAM,,,,,MAD 147,scpa-023243-0001,00:13:00,00:13:00,,George Blood Audio Video,,2013-09-10,Studer A-80RCMKII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,mono,,,,,,,,,,,,,,,,,,,,
UMAM,,,,,MAD 147,scpa-023243-0002,00:11:01,00:11:01,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 148,,,,,,,,,,,"Madrigal Singers rehearsal with musicians, undated","Rehearsal - Musicians, [wrestle?], 83",,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; hum; end cut off of first file; hiss; hum; buzz; beginning and end cut off of second file,yes,,,,,
UMAM,,,,,MAD 148,scpa-023244-0001,00:31:31,00:31:31,,George Blood Audio Video,,2013-09-11,Tascam 122MKIII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMAM,,,,,MAD 148,scpa-023244-0002,00:31:31,00:31:31,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 149,,,,,,,,,,,"Madrigal Singers rehearsal, undated",Rehearsal,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; hum; low levels; reduced silent section from 00:18:32 - 00:22:10 to 30 seconds in derivatives,yes,,,,,
UMAM,,,,,MAD 149,scpa-023245-0001,00:23:20,00:23:20,,George Blood Audio Video,,2013-09-11,Tascam 122MKIII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMAM,,,,,MAD 149,scpa-023245-0002,00:20:11,00:20:11,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 150,,,,,,,,,,,"Madrigal Singers, Allman, part 1, undated",Madrigal Singer - Allman #1,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,hiss; hum; distortion; wow warping on second file; end cut off of both files; reduced silent section from 00:28:27 - 00:29:51 to 30 seconds on second file derivatives,yes,,,,,
UMAM,,,,,MAD 150,scpa-023246-0001,00:31:15,00:31:15,,George Blood Audio Video,,2013-09-11,Tascam 122MKIII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMAM,,,,,MAD 150,scpa-023246-0002,00:31:14,00:31:14,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 151,,,,,,,,,,,"Madrigal Singers rehearsal tape, circa 1983",Mad Singer Rehearsal Tape - Listen to Discard,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",circa,1983,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,"hiss; hum; print through; extremely low levels; from technician's notes:  ""Side 1 begins with extremely low levels. It gradually rises in volume. Though mostly inaudible for the first portion of the tape, this content was kept. Side 2 has the opposite issue, where it begins with full level, then gradually dips in volume until it is mostly inaudible.""",nothing can be done,,,,,
UMAM,,,,,MAD 151,scpa-023247-0001,00:31:35,00:31:35,,George Blood Audio Video,,2013-09-11,Tascam 122MKIII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMAM,,,,,MAD 151,scpa-023247-0002,00:25:42,00:25:42,,,,,,,,,,,,,,,,,,,,,,,,,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMDM,,,,,MAD 152,scpa-023248,,,,,,,,,,"Madrigal Singers, undated",Madrigal Singer,,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,Did not capture; both sides of this tape are blank,,,,,,
UMDM,,,,,MAD 153,,,,,,,,,,,"Madrigal Singers, Saturday rehearsal, undated","Sat Rehearsal [dioscean?] chair; Echo, best side, [confitennine?]",,,Madrigal Singers,corpName,University of Maryland,corpName,No program available.,Music & Performing Arts,,,,,,Special Collections in Performing Arts,"University of Maryland (College Park, Md.)","Collection may be protected under Title 17 of the U.S. Copyright Law. To obtain permission to publish or reproduce, please contact the University of Maryland Libraries at http://www.lib.umd.edu/special/contact/home.","Performing Arts, Music",,undated,,1901-2000,,,,,,,vocal music,"1/4"" open reel tape","7""",,North America,United States of America,Maryland,College Park,,beginning and end cut off of both files; hiss; hum; buzz; pops and clicks; print through,yes,,,,,
UMAM,,,,,MAD 153,scpa-023249-0001,00:27:29,00:27:29,,George Blood Audio Video,,2013-09-11,Tascam 122MKIII,Prism Sound,,,,,,,,,,,,,,,,,,,Public,,,,,,,stereo,,,,,,,,,,,,,,,,,,,,
UMAM,,,,,MAD 153,scpa-023249-0002,00:31:13,00:31:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
